timestamp,seed,filter_n_atoms,input_scale_factor,diffusion_loss_type,diffusion_noise_schedule,val_l2,test_l2,atm_stable,mol_stable
2025-11-08T15:15:40,42,16,0.8,l2,cosine,20.726,19.864,77.75,2.0
2025-11-08T15:24:32,42,16,1.0,l2,cosine,22.222,21.084,76.188,1.0
2025-11-08T15:33:24,42,16,1.2,l2,cosine,22.964,21.46,81.625,5.0
2025-11-08T15:42:20,42,16,1.4,l2,cosine,23.226,21.48,76.125,5.0
2025-11-08T15:51:18,42,16,1.6,l2,cosine,23.553,21.63,78.562,3.0
2025-11-08T16:00:18,42,16,1.8,l2,cosine,23.237,21.411,83.5,6.0
2025-11-08T16:09:16,42,16,2.0,l2,cosine,23.178,21.09,82.188,9.0
2025-11-08T16:18:17,42,16,3.0,l2,cosine,21.62,20.683,86.812,11.0
2025-11-08T16:27:20,42,16,4.0,l2,cosine,20.821,20.291,80.875,11.0
2025-11-08T16:36:20,42,16,5.0,l2,cosine,25.002,24.844,0.0,0.0
2025-11-08T16:45:23,42,16,6.0,l2,cosine,20.294,21.751,53.75,4.0
2025-11-08T16:54:25,42,16,7.0,l2,cosine,26.937,27.954,0.0,0.0
2025-11-08T17:03:29,42,16,8.0,l2,cosine,20.58,22.302,0.688,0.0
2025-11-08T17:12:30,42,16,9.0,l2,cosine,37.38,38.699,0.0,0.0
2025-11-08T17:21:29,42,16,10.0,l2,cosine,51.511,52.859,0.0,0.0
2025-11-08T17:32:26,42,20,0.1,l2,cosine,10.112,10.208,24.35,0.0
2025-11-08T17:43:22,42,20,0.2,l2,cosine,14.232,14.831,56.95,0.0
2025-11-08T17:54:21,42,20,0.4,l2,cosine,20.625,20.772,57.6,0.0
2025-11-08T18:05:16,42,20,0.6,l2,cosine,23.87,24.049,68.85,0.0
2025-11-08T18:16:19,42,20,0.8,l2,cosine,25.01,24.92,82.1,3.0
2025-11-08T18:27:15,42,20,1.0,l2,cosine,25.988,25.749,82.8,4.0
2025-11-08T18:38:15,42,20,1.2,l2,cosine,26.494,26.16,85.6,8.0
2025-11-08T18:49:09,42,20,1.4,l2,cosine,26.286,26.053,85.15,3.0
2025-11-08T19:00:04,42,20,1.6,l2,cosine,27.118,26.647,85.9,11.0
2025-11-08T19:10:53,42,20,1.8,l2,cosine,26.728,25.853,88.25,14.0
2025-11-08T19:21:46,42,20,2.0,l2,cosine,27.169,26.385,87.75,9.0
2025-11-08T19:32:40,42,20,3.0,l2,cosine,28.158,27.368,76.5,5.0
2025-11-08T19:43:27,42,20,4.0,l2,cosine,31.752,40.969,0.0,0.0
2025-11-08T19:54:13,42,20,5.0,l2,cosine,37.675,39.049,0.7,0.0
2025-11-08T20:05:01,42,20,6.0,l2,cosine,94.734,108.666,6.2,0.0
2025-11-08T20:15:48,42,20,7.0,l2,cosine,38.838,41.839,0.05,0.0
2025-11-08T20:26:34,42,20,8.0,l2,cosine,39.272,42.529,0.5,0.0
2025-11-08T20:37:20,42,20,9.0,l2,cosine,38.177,40.679,23.0,0.0
2025-11-08T20:48:03,42,20,10.0,l2,cosine,50.539,51.482,0.0,0.0
2025-11-08T20:54:57,32,9,0.1,l2,polynomial_2,4.726,5.286,28.667,0.0
2025-11-08T21:01:49,32,9,0.2,l2,polynomial_2,6.707,6.95,41.333,0.0
2025-11-08T21:08:41,32,9,0.4,l2,polynomial_2,8.612,8.919,49.556,0.0
2025-11-08T21:15:40,32,9,0.6,l2,polynomial_2,9.551,10.275,52.444,0.0
2025-11-08T21:22:35,32,9,0.8,l2,polynomial_2,9.506,10.768,58.333,2.0
2025-11-08T21:29:31,32,9,1.0,l2,polynomial_2,9.595,11.005,57.667,2.0
2025-11-08T21:36:25,32,9,1.2,l2,polynomial_2,9.65,11.321,66.0,3.0
2025-11-08T21:43:28,32,9,1.4,l2,polynomial_2,9.631,11.51,68.0,7.0
2025-11-08T21:50:26,32,9,1.6,l2,polynomial_2,9.515,11.062,72.111,12.0
2025-11-08T21:57:23,32,9,1.8,l2,polynomial_2,9.517,11.462,67.111,7.0
2025-11-08T22:04:21,32,9,2.0,l2,polynomial_2,9.21,10.885,75.0,16.0
2025-11-08T22:11:19,32,9,3.0,l2,polynomial_2,8.919,10.51,80.222,18.0
2025-11-08T22:18:16,32,9,4.0,l2,polynomial_2,8.947,10.085,84.556,31.0
2025-11-08T22:25:16,32,9,5.0,l2,polynomial_2,9.042,9.714,78.0,12.0
2025-11-08T22:32:14,32,9,6.0,l2,polynomial_2,9.886,10.305,84.889,30.0
2025-11-08T22:39:12,32,9,7.0,l2,polynomial_2,9.951,10.262,77.444,13.0
2025-11-08T22:46:08,32,9,8.0,l2,polynomial_2,10.108,10.012,84.556,30.0
2025-11-08T22:53:06,32,9,9.0,l2,polynomial_2,10.548,10.241,83.333,28.0
2025-11-08T23:00:03,32,9,10.0,l2,polynomial_2,12.182,11.424,78.0,20.0
2025-11-08T23:07:51,32,12,0.1,l2,polynomial_2,7.887,7.044,30.25,0.0
2025-11-08T23:15:37,32,12,0.2,l2,polynomial_2,10.588,9.345,40.917,0.0
2025-11-08T23:23:21,32,12,0.4,l2,polynomial_2,13.648,12.543,53.5,1.0
2025-11-08T23:31:06,32,12,0.6,l2,polynomial_2,14.539,13.909,58.583,1.0
2025-11-08T23:38:49,32,12,0.8,l2,polynomial_2,14.975,14.966,67.667,0.0
2025-11-08T23:46:34,32,12,1.0,l2,polynomial_2,15.281,15.699,67.833,0.0
2025-11-08T23:54:21,32,12,1.2,l2,polynomial_2,15.82,16.428,59.5,0.0
2025-11-09T00:02:07,32,12,1.4,l2,polynomial_2,15.445,16.211,72.083,6.0
2025-11-09T00:10:04,32,12,1.6,l2,polynomial_2,15.162,16.153,74.25,4.0
2025-11-09T00:17:54,32,12,1.8,l2,polynomial_2,14.951,15.923,76.667,7.0
2025-11-09T00:25:39,32,12,2.0,l2,polynomial_2,14.52,15.796,75.583,7.0
2025-11-09T00:33:24,32,12,3.0,l2,polynomial_2,14.437,14.814,80.333,14.0
2025-11-09T00:41:09,32,12,4.0,l2,polynomial_2,16.801,17.14,77.667,10.0
2025-11-09T00:48:53,32,12,5.0,l2,polynomial_2,20.488,19.182,77.75,10.0
2025-11-09T00:56:37,32,12,6.0,l2,polynomial_2,17.31,16.727,77.583,8.0
2025-11-09T01:04:21,32,12,7.0,l2,polynomial_2,17.167,15.841,81.917,12.0
2025-11-09T01:12:07,32,12,8.0,l2,polynomial_2,17.843,16.84,78.25,11.0
2025-11-09T01:19:52,32,12,9.0,l2,polynomial_2,21.865,20.212,79.167,11.0
2025-11-09T01:27:36,32,12,10.0,l2,polynomial_2,23.051,21.165,69.167,2.0
2025-11-09T01:36:26,32,16,0.1,l2,polynomial_2,9.072,8.314,37.125,0.0
2025-11-09T01:45:19,32,16,0.2,l2,polynomial_2,13.235,11.629,46.688,0.0
2025-11-09T01:54:12,32,16,0.4,l2,polynomial_2,17.244,16.237,66.062,0.0
2025-11-09T02:03:07,32,16,0.6,l2,polynomial_2,19.094,18.485,67.562,1.0
2025-11-09T02:12:03,32,16,0.8,l2,polynomial_2,19.487,19.869,74.312,2.0
2025-11-09T02:21:01,32,16,1.0,l2,polynomial_2,20.439,21.041,75.188,1.0
2025-11-09T02:29:54,32,16,1.2,l2,polynomial_2,19.758,20.999,76.75,4.0
2025-11-09T02:38:43,32,16,1.4,l2,polynomial_2,19.665,21.011,81.062,7.0
2025-11-09T02:47:36,32,16,1.6,l2,polynomial_2,20.93,22.018,79.875,6.0
2025-11-09T02:56:37,32,16,1.8,l2,polynomial_2,20.665,21.512,85.875,15.0
2025-11-09T03:05:41,32,16,2.0,l2,polynomial_2,20.778,21.238,84.375,8.0
2025-11-09T03:14:44,32,16,3.0,l2,polynomial_2,23.958,23.941,79.188,5.0
2025-11-09T03:23:52,32,16,4.0,l2,polynomial_2,22.264,22.438,85.938,10.0
2025-11-09T03:32:58,32,16,5.0,l2,polynomial_2,23.444,23.81,83.25,6.0
2025-11-09T03:42:02,32,16,6.0,l2,polynomial_2,23.333,23.3,85.438,16.0
2025-11-09T03:51:12,32,16,7.0,l2,polynomial_2,30.828,29.638,47.062,0.0
2025-11-09T04:00:10,32,16,8.0,l2,polynomial_2,27.032,26.377,53.75,0.0
2025-11-09T04:09:19,32,16,9.0,l2,polynomial_2,37.869,35.606,25.688,0.0
2025-11-09T04:18:26,32,16,10.0,l2,polynomial_2,26.276,25.434,80.438,4.0
2025-11-09T04:29:24,32,20,0.1,l2,polynomial_2,10.745,9.429,42.45,0.0
2025-11-09T04:40:21,32,20,0.2,l2,polynomial_2,16.809,14.161,40.15,0.0
2025-11-09T04:51:17,32,20,0.4,l2,polynomial_2,22.5,19.819,71.85,0.0
2025-11-09T05:02:13,32,20,0.6,l2,polynomial_2,23.575,22.334,77.55,0.0
2025-11-09T05:13:09,32,20,0.8,l2,polynomial_2,23.608,24.338,82.9,3.0
2025-11-09T05:24:06,32,20,1.0,l2,polynomial_2,23.2,25.383,86.2,10.0
2025-11-09T05:35:03,32,20,1.2,l2,polynomial_2,23.184,25.903,85.95,9.0
2025-11-09T05:46:02,32,20,1.4,l2,polynomial_2,21.907,25.936,86.0,9.0
2025-11-09T05:56:53,32,20,1.6,l2,polynomial_2,22.501,26.577,88.4,11.0
2025-11-09T06:07:46,32,20,1.8,l2,polynomial_2,21.106,25.546,89.55,13.0
2025-11-09T06:18:41,32,20,2.0,l2,polynomial_2,22.341,26.658,89.25,12.0
2025-11-09T06:29:37,32,20,3.0,l2,polynomial_2,28.56,31.307,84.4,8.0
2025-11-09T06:40:34,32,20,4.0,l2,polynomial_2,32.641,34.555,80.1,2.0
2025-11-09T06:51:27,32,20,5.0,l2,polynomial_2,31.044,33.098,78.4,1.0
2025-11-09T07:02:23,32,20,6.0,l2,polynomial_2,29.17,29.18,87.65,10.0
2025-11-09T07:13:13,32,20,7.0,l2,polynomial_2,31.599,31.638,79.95,1.0
2025-11-09T07:24:08,32,20,8.0,l2,polynomial_2,31.76,30.929,45.35,0.0
2025-11-09T07:34:57,32,20,9.0,l2,polynomial_2,65.873,65.665,24.65,0.0
2025-11-09T07:45:47,32,20,10.0,l2,polynomial_2,36.693,35.343,71.75,0.0
2025-11-09T07:52:47,32,9,0.1,l2,cosine,4.445,5.161,30.222,0.0
2025-11-09T07:59:39,32,9,0.2,l2,cosine,6.126,6.518,37.333,0.0
2025-11-09T08:06:37,32,9,0.4,l2,cosine,8.134,8.468,43.444,0.0
2025-11-09T08:13:29,32,9,0.6,l2,cosine,9.048,9.656,52.444,0.0
2025-11-09T08:20:25,32,9,0.8,l2,cosine,9.075,10.286,58.667,2.0
2025-11-09T08:27:17,32,9,1.0,l2,cosine,9.042,10.706,54.333,1.0
2025-11-09T08:34:08,32,9,1.2,l2,cosine,9.294,10.969,56.667,2.0
2025-11-09T08:41:00,32,9,1.4,l2,cosine,9.377,11.002,67.111,6.0
2025-11-09T08:47:55,32,9,1.6,l2,cosine,9.372,11.011,65.778,4.0
2025-11-09T08:54:48,32,9,1.8,l2,cosine,9.215,10.895,72.111,9.0
2025-11-09T09:01:40,32,9,2.0,l2,cosine,9.249,10.644,75.778,15.0
2025-11-09T09:08:35,32,9,3.0,l2,cosine,8.458,10.415,79.667,22.0
2025-11-09T09:15:30,32,9,4.0,l2,cosine,7.845,9.717,80.222,19.0
2025-11-09T09:22:25,32,9,5.0,l2,cosine,9.977,10.85,61.556,13.0
2025-11-09T09:29:19,32,9,6.0,l2,cosine,8.836,9.998,76.556,11.0
2025-11-09T09:36:10,32,9,7.0,l2,cosine,9.834,10.263,74.222,16.0
2025-11-09T09:43:00,32,9,8.0,l2,cosine,10.228,10.753,15.0,0.0
2025-11-09T09:49:51,32,9,9.0,l2,cosine,10.234,10.363,47.444,5.0
2025-11-09T09:56:42,32,9,10.0,l2,cosine,9.998,9.833,55.667,15.0
2025-11-09T10:04:26,32,12,0.1,l2,cosine,7.182,6.502,27.667,0.0
2025-11-09T10:12:10,32,12,0.2,l2,cosine,10.18,8.862,41.25,0.0
2025-11-09T10:19:54,32,12,0.4,l2,cosine,12.97,11.752,48.167,0.0
2025-11-09T10:27:40,32,12,0.6,l2,cosine,13.971,13.148,55.667,0.0
2025-11-09T10:35:32,32,12,0.8,l2,cosine,14.36,14.079,55.25,1.0
2025-11-09T10:43:17,32,12,1.0,l2,cosine,14.467,14.794,66.667,4.0
2025-11-09T10:51:02,32,12,1.2,l2,cosine,14.756,15.186,70.833,1.0
2025-11-09T10:58:47,32,12,1.4,l2,cosine,14.848,15.291,69.5,3.0
2025-11-09T11:06:33,32,12,1.6,l2,cosine,14.913,15.582,69.917,7.0
2025-11-09T11:14:22,32,12,1.8,l2,cosine,14.723,15.376,76.917,7.0
2025-11-09T11:22:10,32,12,2.0,l2,cosine,14.308,15.554,74.417,5.0
2025-11-09T11:30:00,32,12,3.0,l2,cosine,13.917,14.602,47.5,7.0
2025-11-09T11:37:50,32,12,4.0,l2,cosine,15.35,15.696,72.667,9.0
2025-11-09T11:45:34,32,12,5.0,l2,cosine,22.984,21.937,23.833,0.0
2025-11-09T11:53:22,32,12,6.0,l2,cosine,17.992,17.838,20.917,2.0
2025-11-09T12:01:11,32,12,7.0,l2,cosine,18.578,17.556,38.833,4.0
2025-11-09T12:08:57,32,12,8.0,l2,cosine,18.959,17.815,0.0,0.0
2025-11-09T12:16:44,32,12,9.0,l2,cosine,21.392,19.138,16.917,0.0
2025-11-09T12:24:32,32,12,10.0,l2,cosine,22.513,20.296,1.25,0.0
2025-11-09T12:33:27,32,16,0.1,l2,cosine,8.436,7.901,36.875,0.0
2025-11-09T12:42:22,32,16,0.2,l2,cosine,12.401,10.861,49.375,0.0
2025-11-09T12:51:16,32,16,0.4,l2,cosine,16.468,15.195,62.25,0.0
2025-11-09T13:00:08,32,16,0.6,l2,cosine,18.977,17.841,68.5,0.0
2025-11-09T13:09:04,32,16,0.8,l2,cosine,18.981,19.068,71.812,1.0
2025-11-09T13:18:02,32,16,1.0,l2,cosine,19.401,19.933,77.438,2.0
2025-11-09T13:26:59,32,16,1.2,l2,cosine,19.016,20.165,78.312,5.0
2025-11-09T13:35:54,32,16,1.4,l2,cosine,18.962,20.45,65.875,3.0
2025-11-09T13:44:53,32,16,1.6,l2,cosine,19.447,20.769,74.438,1.0
2025-11-09T13:53:53,32,16,1.8,l2,cosine,19.748,21.076,22.188,2.0
2025-11-09T14:02:57,32,16,2.0,l2,cosine,19.512,20.795,86.312,8.0
2025-11-09T14:12:00,32,16,3.0,l2,cosine,24.708,23.873,74.25,5.0
2025-11-09T14:21:00,32,16,4.0,l2,cosine,20.9,21.43,28.125,6.0
2025-11-09T14:30:03,32,16,5.0,l2,cosine,19.808,20.264,59.25,6.0
2025-11-09T14:39:07,32,16,6.0,l2,cosine,35.254,33.965,0.0,0.0
2025-11-09T14:48:12,32,16,7.0,l2,cosine,22.86,23.119,9.812,0.0
2025-11-09T14:57:12,32,16,8.0,l2,cosine,26.163,25.63,0.0,0.0
2025-11-09T15:06:09,32,16,9.0,l2,cosine,51.917,48.968,15.687,0.0
2025-11-09T15:15:01,32,16,10.0,l2,cosine,44.875,41.422,0.0,0.0
2025-11-09T15:25:51,32,20,0.1,l2,cosine,9.863,8.859,48.8,0.0
2025-11-09T15:36:44,32,20,0.2,l2,cosine,15.45,12.849,50.1,0.0
2025-11-09T15:47:37,32,20,0.4,l2,cosine,20.893,18.006,58.8,0.0
2025-11-09T15:58:28,32,20,0.6,l2,cosine,23.015,20.987,76.2,0.0
2025-11-09T16:09:17,32,20,0.8,l2,cosine,23.453,23.064,79.15,4.0
2025-11-09T16:20:07,32,20,1.0,l2,cosine,22.886,23.89,84.35,5.0
2025-11-09T16:31:00,32,20,1.2,l2,cosine,22.954,24.804,85.05,5.0
2025-11-09T16:41:49,32,20,1.4,l2,cosine,22.803,25.482,85.4,5.0
2025-11-09T16:52:42,32,20,1.6,l2,cosine,22.522,25.96,87.75,12.0
2025-11-09T17:03:39,32,20,1.8,l2,cosine,21.416,25.289,87.85,10.0
2025-11-09T17:14:36,32,20,2.0,l2,cosine,21.298,25.453,90.65,16.0
2025-11-09T17:25:34,32,20,3.0,l2,cosine,21.501,25.982,82.7,18.0
2025-11-09T17:36:28,32,20,4.0,l2,cosine,25.857,28.968,79.35,3.0
2025-11-09T17:47:23,32,20,5.0,l2,cosine,28.467,31.058,7.0,0.0
2025-11-09T17:58:15,32,20,6.0,l2,cosine,29.375,30.992,0.8,0.0
2025-11-09T18:09:08,32,20,7.0,l2,cosine,28.826,29.77,5.05,0.0
2025-11-09T18:20:04,32,20,8.0,l2,cosine,27.721,28.237,3.65,0.0
2025-11-09T18:30:58,32,20,9.0,l2,cosine,34.961,34.435,32.3,0.0
2025-11-09T18:41:55,32,20,10.0,l2,cosine,37.628,36.24,0.0,0.0
